Date,New and returning viewers,Views
2023-12-07,Returning viewers,19
2023-12-08,Returning viewers,11
2023-12-09,Returning viewers,49
2023-12-10,Returning viewers,53
2023-12-11,Returning viewers,152
2023-12-12,Returning viewers,159
2023-12-13,Returning viewers,110
2023-12-14,Returning viewers,83
2023-12-15,Returning viewers,42
2023-12-16,Returning viewers,48
2023-12-17,Returning viewers,38
2023-12-18,Returning viewers,78
2023-12-19,Returning viewers,91
2023-12-20,Returning viewers,73
2023-12-21,Returning viewers,109
2023-12-22,Returning viewers,46
2023-12-23,Returning viewers,17
2023-12-24,Returning viewers,33
2023-12-25,Returning viewers,24
2023-12-26,Returning viewers,41
2023-12-27,Returning viewers,3
2023-12-28,Returning viewers,0
